Humidity,Wind Speed,Pressure,Temperature,Weather Condition
62,21,1015,29.4,Cloudy
76,12,1010,30.2,Rainy
50,34,1019,31.7,Sunny
45,28,997,32.2,Sunny
57,16,1009,31.2,Sunny
60,33,1021,30.1,Sunny
81,22,1011,23.5,Rainy
75,6,996,26.0,Cloudy
80,7,998,21.8,Rainy
77,23,990,24.5,Rainy
73,19,1018,30.0,Cloudy
56,15,997,28.8,Cloudy
76,11,993,25.1,Rainy
64,14,1024,30.1,Sunny
77,32,992,21.9,Rainy
97,31,996,19.3,Stormy
51,4,1016,32.4,Sunny
62,31,990,25.2,Cloudy
92,7,1016,25.0,Rainy
81,30,1005,22.6,Rainy
61,9,996,30.2,Sunny
60,34,1012,26.8,Cloudy
66,18,1000,27.1,Cloudy
96,12,1022,24.0,Rainy
70,14,1006,29.3,Cloudy
45,12,1024,36.4,Sunny
66,32,994,24.3,Cloudy
79,29,1021,23.0,Rainy
73,7,992,26.2,Cloudy
51,17,1024,34.9,Sunny
84,5,1003,26.0,Rainy
96,27,1020,22.4,Stormy
92,13,1020,27.5,Rainy
46,12,1006,35.0,Sunny
49,26,1013,31.2,Sunny
84,19,1012,23.8,Rainy
56,20,1007,26.1,Cloudy
65,24,1003,26.5,Cloudy
60,19,1004,28.4,Cloudy
67,27,1004,26.5,Cloudy
97,7,995,21.6,Rainy
85,5,1016,26.8,Rainy
41,30,1004,28.4,Cloudy
99,18,997,18.2,Rainy
93,17,1004,22.7,Rainy
82,3,992,28.0,Rainy
40,9,1002,34.7,Sunny
90,14,1023,25.9,Rainy
92,9,1013,26.1,Rainy
75,31,1021,24.2,Cloudy
90,33,1021,22.3,Stormy
65,31,1019,26.3,Cloudy
68,2,1002,31.2,Cloudy
60,18,990,27.6,Cloudy
50,21,1023,33.4,Sunny
79,25,1004,22.4,Rainy
50,23,1003,31.3,Sunny
75,30,1018,28.4,Cloudy
88,23,1023,22.7,Stormy
98,10,1007,22.0,Rainy
78,11,996,25.7,Rainy
79,29,1018,25.7,Rainy
74,29,1020,25.1,Cloudy
93,22,1014,18.0,Stormy
73,25,1003,26.8,Cloudy
94,3,997,24.6,Rainy
86,9,1016,23.8,Rainy
63,28,991,24.1,Cloudy
93,23,1006,23.5,Stormy
61,28,1003,29.1,Cloudy
44,30,1014,33.0,Sunny
95,4,1019,25.4,Rainy
72,14,1018,28.9,Cloudy
97,11,1009,22.6,Rainy
75,10,1010,29.6,Cloudy
86,28,1011,21.0,Stormy
59,2,1024,33.3,Sunny
58,33,1005,28.4,Cloudy
74,26,1006,24.7,Cloudy
91,30,1005,22.2,Stormy
82,8,991,23.4,Rainy
56,4,993,31.0,Sunny
98,21,1010,19.5,Stormy
84,21,1023,25.5,Rainy
82,31,1019,21.4,Rainy
73,28,995,22.6,Cloudy
48,27,1006,28.1,Cloudy
65,15,1014,30.7,Cloudy
41,18,994,33.1,Sunny
92,19,994,18.0,Rainy
48,30,1009,32.1,Sunny
48,21,1005,35.0,Sunny
79,28,998,22.4,Rainy
56,19,994,27.6,Cloudy
40,5,991,38.5,Sunny
64,2,998,28.3,Cloudy
82,2,1011,28.0,Rainy
79,27,1011,24.3,Rainy
81,21,1011,26.7,Rainy
64,24,1023,29.9,Cloudy
78,11,1018,27.3,Rainy
74,12,1022,27.8,Cloudy
42,6,1007,35.0,Sunny
89,2,996,23.1,Rainy
76,18,990,23.9,Rainy
83,23,1022,24.4,Rainy
83,30,990,17.9,Rainy
90,5,1013,27.7,Rainy
69,6,993,27.2,Cloudy
77,12,993,23.2,Rainy
73,22,1007,25.6,Cloudy
51,13,1016,33.5,Sunny
58,27,1021,27.3,Cloudy
76,20,1022,27.8,Rainy
83,8,1017,25.8,Rainy
98,8,995,24.0,Rainy
98,27,1005,20.0,Stormy
88,6,1023,26.7,Rainy
56,22,1012,29.0,Cloudy
49,15,1013,32.9,Sunny
96,5,1002,24.1,Rainy
94,24,1007,20.8,Stormy
88,21,1002,21.8,Stormy
86,16,1006,24.0,Rainy
51,30,1004,28.0,Cloudy
55,9,1007,31.6,Sunny
63,20,1012,25.9,Cloudy
58,29,1019,30.8,Sunny
47,28,1023,32.8,Sunny
70,5,993,26.7,Cloudy
60,16,992,30.8,Sunny
56,2,996,32.0,Sunny
62,4,1007,29.9,Cloudy
76,25,996,24.6,Rainy
93,28,995,19.5,Stormy
55,30,1011,29.4,Cloudy
45,25,990,28.8,Cloudy
47,25,993,30.0,Cloudy
64,5,1018,31.8,Sunny
57,4,1010,33.8,Sunny
64,24,1015,25.5,Cloudy
51,24,1003,29.2,Cloudy
54,6,998,34.4,Sunny
98,32,1001,16.6,Stormy
65,7,995,27.9,Cloudy
80,11,1009,25.8,Rainy
84,8,1013,24.8,Rainy
65,22,1016,25.3,Cloudy
86,21,997,21.6,Stormy
71,4,990,27.7,Cloudy
49,23,1013,31.6,Sunny
55,5,996,31.3,Sunny
46,29,1008,30.7,Sunny
56,13,1011,33.2,Sunny
62,6,1024,32.9,Sunny
65,14,1019,29.6,Cloudy
60,24,1018,29.2,Cloudy
61,31,1011,28.2,Cloudy
97,26,1000,21.1,Stormy
46,28,1009,30.0,Cloudy
53,15,1018,32.9,Sunny
54,17,1023,33.3,Sunny
92,23,990,17.9,Stormy
46,22,1020,33.4,Sunny
48,22,1019,30.6,Sunny
90,9,1007,21.8,Rainy
87,17,1006,24.1,Rainy
47,32,1003,28.7,Cloudy
89,11,1012,25.2,Rainy
98,33,1014,19.2,Stormy
62,10,1004,28.6,Cloudy
68,18,1011,28.1,Cloudy
57,12,992,27.5,Cloudy
70,33,1008,26.7,Cloudy
69,11,1023,28.6,Cloudy
91,23,1024,23.4,Stormy
78,18,990,21.8,Rainy
74,5,1010,29.9,Cloudy
57,26,1018,29.4,Cloudy
98,22,995,18.1,Stormy
81,2,990,26.9,Rainy
78,26,990,22.0,Rainy
56,18,1016,32.1,Sunny
53,25,1010,28.6,Cloudy
70,3,1005,27.6,Cloudy
63,16,1015,30.2,Sunny
74,33,1005,22.9,Cloudy
83,7,1017,28.5,Rainy
99,2,990,21.5,Rainy
84,24,999,22.4,Rainy
73,18,1006,24.0,Cloudy
42,30,1012,34.6,Sunny
76,10,996,25.8,Rainy
82,14,996,25.0,Rainy
79,7,1004,25.6,Rainy
65,7,1023,32.7,Cloudy
94,21,993,17.7,Stormy
62,4,1003,31.7,Sunny
83,18,1003,23.3,Rainy
78,13,1005,26.1,Rainy
54,2,996,33.3,Sunny
95,18,1021,21.5,Rainy
88,4,1008,24.9,Rainy
43,27,991,30.3,Sunny
68,16,999,30.2,Cloudy
61,33,1006,26.2,Cloudy
64,33,1001,26.0,Cloudy
52,5,995,31.9,Sunny
57,19,1011,33.3,Sunny
72,20,1021,25.5,Cloudy
55,15,1009,31.4,Sunny
84,34,990,16.8,Rainy
81,15,995,20.1,Rainy
83,5,1008,27.2,Rainy
41,25,1007,32.5,Sunny
94,30,995,17.9,Stormy
74,20,1022,27.6,Cloudy
81,7,1012,32.0,Rainy
73,34,1012,23.9,Cloudy
69,20,1015,28.8,Cloudy
98,2,1002,22.3,Rainy
94,6,996,23.2,Rainy
52,28,1004,28.6,Cloudy
52,17,1016,31.8,Sunny
57,7,1015,35.7,Sunny
71,14,1022,31.3,Cloudy
71,20,1004,26.5,Cloudy
74,13,1016,24.8,Cloudy
98,17,994,19.1,Rainy
78,11,991,28.8,Rainy
85,26,1022,23.9,Rainy
91,21,1005,23.5,Stormy
68,32,1012,27.9,Cloudy
88,5,1005,25.7,Rainy
68,24,1003,24.8,Cloudy
92,3,1018,22.7,Rainy
83,23,1015,25.4,Rainy
96,9,1024,23.9,Rainy
55,8,1004,32.2,Sunny
95,15,992,18.6,Rainy
83,4,1012,27.1,Rainy
86,17,1018,25.2,Rainy
96,20,1023,23.4,Rainy
49,19,1022,31.8,Sunny
69,17,1012,30.0,Cloudy
64,9,996,27.9,Cloudy
78,34,992,18.2,Rainy
59,13,1021,32.0,Sunny
44,12,1020,35.6,Sunny
40,6,1007,36.2,Sunny
69,28,996,26.3,Cloudy
88,13,990,21.7,Rainy
42,18,1003,32.7,Sunny
84,7,1021,26.1,Rainy
53,34,995,27.9,Cloudy
95,6,999,23.2,Rainy
69,29,996,23.5,Cloudy
89,15,1015,21.7,Rainy
43,6,1023,39.4,Sunny
57,34,1019,26.8,Cloudy
76,20,1010,25.0,Rainy
64,23,1006,28.0,Cloudy
87,6,1022,25.6,Rainy
40,3,999,33.3,Sunny
92,31,1001,16.1,Stormy
